start,end,split,dataset_number,user_number,dataset
1633114258.7010372,1633114429.444574,train,0,85,discrete_gestures_user_085_dataset_000.hdf5
1633450198.993774,1633450379.58816,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633450013.022538,1633450059.098495,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633450069.775769,1633450189.781259,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633448787.13865,1633448952.953287,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633448270.787418,1633448438.101831,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633448613.85008,1633448781.258864,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633448442.1373577,1633448608.772167,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633448991.001531,1633449131.050776,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633449205.999368,1633449273.550603,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633449276.153358,1633449346.164094,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633449348.94169,1633449417.814236,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633449550.182099,1633449718.666059,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633449775.597496,1633449945.23171,train,0,83,discrete_gestures_user_083_dataset_000.hdf5
1633460203.985086,1633460384.00476,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633459876.6360767,1633459933.43618,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633459979.76882,1633460099.781536,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633458547.212167,1633458716.509349,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633458204.503643,1633458364.960758,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633458371.881816,1633458538.952422,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633458032.576729,1633458194.258737,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633458780.026366,1633458914.789675,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633458999.106235,1633459066.691406,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633459073.17653,1633459140.960006,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633459145.011429,1633459213.077397,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633459388.01037,1633459555.800318,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633459616.8216882,1633459786.2488303,train,0,80,discrete_gestures_user_080_dataset_000.hdf5
1633544512.922702,1633544693.728427,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633544318.112462,1633544366.008957,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633544374.473615,1633544494.484655,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633542781.989071,1633542947.165662,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633543136.711647,1633543300.106744,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633542603.9068701,1633542767.795882,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633542958.554171,1633543123.785186,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633543358.360998,1633543495.350985,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633543567.038266,1633543633.386938,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633543645.602831,1633543715.6060271,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633543729.204209,1633543797.307768,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633543883.610482,1633544053.736133,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633544090.676246,1633544258.805606,train,0,8,discrete_gestures_user_008_dataset_000.hdf5
1633552244.860275,1633552425.5782893,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633552067.958573,1633552118.330138,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633552120.589265,1633552240.604673,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633550485.376102,1633550646.307114,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633550309.583725,1633550475.576091,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633550656.454706,1633550821.500366,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633550827.356122,1633550992.526878,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633551032.450336,1633551171.295699,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633551253.024188,1633551321.413391,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633551326.916399,1633551392.218416,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633551398.749294,1633551467.984244,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633551607.659515,1633551779.887366,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1633551836.808736,1633552007.6003578,train,0,31,discrete_gestures_user_031_dataset_000.hdf5
1634047254.620932,1634047435.3290718,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634047074.892604,1634047125.551051,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634047130.2158778,1634047250.221886,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634045177.860466,1634045343.411294,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634045350.041214,1634045513.918705,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634045521.753118,1634045685.636276,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634045001.396523,1634045169.487971,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634045724.853659,1634045855.138196,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634045943.678471,1634046010.940104,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634046023.527203,1634046093.651746,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634046106.487264,1634046175.732525,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634046584.867667,1634046753.473814,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634046840.703476,1634047010.390093,train,0,70,discrete_gestures_user_070_dataset_000.hdf5
1634220304.079079,1634220484.720215,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634220105.888846,1634220156.742395,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634220179.86194,1634220299.8671029,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634218274.201485,1634218441.305196,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634218089.880836,1634218256.79171,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634218454.291482,1634218619.721063,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634217916.536076,1634218082.526082,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634218662.690694,1634218796.768158,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634218897.887646,1634218966.066641,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634218977.113512,1634219044.7559848,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634219053.851386,1634219123.854042,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634219850.945718,1634220020.37568,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634219612.828618,1634219779.497508,train,0,51,discrete_gestures_user_051_dataset_000.hdf5
1634329609.019607,1634329789.255552,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634329426.312253,1634329478.42053,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634329485.044821,1634329605.0565708,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634327347.0577269,1634327509.540275,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634327704.098946,1634327870.793121,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634327523.017027,1634327695.421732,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634327877.707644,1634328043.014571,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634328086.550893,1634328219.791252,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634328305.878418,1634328371.400317,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634328378.838576,1634328445.301764,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634328453.329648,1634328518.504153,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634329185.031669,1634329353.998524,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634328941.499266,1634329113.986968,train,0,75,discrete_gestures_user_075_dataset_000.hdf5
1634652241.979036,1634652422.122185,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634652045.961524,1634652094.099023,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634652119.546722,1634652239.560839,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634650450.185549,1634650617.364238,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634650091.237222,1634650261.755552,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634650274.49271,1634650439.009609,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634649910.729128,1634650077.7688022,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634650664.044075,1634650806.205309,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634650898.090158,1634650964.508897,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634650975.2736104,1634651045.776532,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634651063.757168,1634651130.745642,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634651810.423105,1634651980.993811,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634651532.646337,1634651702.339331,train,0,23,discrete_gestures_user_023_dataset_000.hdf5
1634658379.285708,1634658560.053231,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634658200.080242,1634658249.215779,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634658253.441756,1634658373.451709,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634656675.7979703,1634656842.458864,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634656500.927518,1634656662.904893,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634656310.333915,1634656477.818806,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634656123.622549,1634656292.29882,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634656886.67809,1634657026.310889,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634657115.25609,1634657183.513847,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634657197.29285,1634657269.832816,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634657284.205763,1634657351.616411,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634657963.116941,1634658133.730245,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634657721.965389,1634657890.793388,train,0,88,discrete_gestures_user_088_dataset_000.hdf5
1634912273.878416,1634912461.100262,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634912088.074105,1634912138.316681,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634912147.515338,1634912267.529728,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634910504.017614,1634910670.7099657,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634909962.040387,1634910128.795317,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634910324.416835,1634910487.730235,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634910139.124863,1634910305.732487,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634910722.888133,1634910856.419757,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634910946.50875,1634911013.971908,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634911024.210167,1634911091.158188,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634911101.122336,1634911168.708898,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634911612.547489,1634911783.255208,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634911849.011218,1634912020.662297,train,0,18,discrete_gestures_user_018_dataset_000.hdf5
1634929712.173522,1634929892.435321,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634929534.766953,1634929584.339649,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634929586.787813,1634929706.791567,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634927900.277257,1634928064.910592,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634928074.8702898,1634928237.860048,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634927712.361115,1634927880.5209181,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634927535.761302,1634927700.2459211,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634928278.029129,1634928416.311118,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634928495.430932,1634928565.883485,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634928575.843131,1634928643.551772,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634928649.563971,1634928718.275466,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634929107.003112,1634929275.2426748,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634929304.768295,1634929472.144629,train,0,79,discrete_gestures_user_079_dataset_000.hdf5
1634935081.525516,1634935262.324777,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634934894.608496,1634934943.561458,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634934945.7096431,1634935065.712609,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634933159.206376,1634933325.541928,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634932985.418279,1634933155.63494,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634933498.522083,1634933667.734932,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634933329.755948,1634933494.366755,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634933699.534407,1634933835.35753,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634933891.749664,1634933957.055169,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634933962.626628,1634934030.063377,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634934034.741244,1634934099.151453,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634934481.261528,1634934653.307568,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1634934674.664935,1634934846.963001,train,0,81,discrete_gestures_user_081_dataset_000.hdf5
1641917883.354382,1641918063.382994,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641917688.888646,1641917739.358814,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641917754.585512,1641917874.624997,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641915576.359755,1641915740.224674,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641916097.022417,1641916258.530172,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641915749.2607412,1641915912.832364,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641915921.072005,1641916083.601293,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641916324.2695243,1641916456.6213,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641916555.156986,1641916623.022129,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641916635.813713,1641916704.723615,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641916711.159109,1641916780.6543128,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641917241.618151,1641917411.100944,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641917463.983133,1641917634.545707,train,0,12,discrete_gestures_user_012_dataset_000.hdf5
1641929630.78658,1641929811.350626,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641929454.722862,1641929500.353943,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641929505.987273,1641929625.998329,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641927360.687412,1641927527.644984,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641927543.914432,1641927707.3339393,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641927716.858875,1641927882.971791,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641927890.215712,1641928055.162346,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641928094.829398,1641928233.19906,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641928309.826764,1641928377.73492,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641928385.858939,1641928454.102907,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641928467.104879,1641928535.555221,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641928993.748444,1641929163.418391,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641929219.628159,1641929388.641161,train,0,57,discrete_gestures_user_057_dataset_000.hdf5
1641930143.193678,1641930323.320718,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641929948.443522,1641930005.877458,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641930016.670487,1641930136.682358,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641927718.801364,1641927881.467597,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641928236.535209,1641928396.558516,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641927889.659676,1641928051.738157,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641928060.731824,1641928228.187239,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641928471.575168,1641928605.83805,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641928733.8818,1641928799.891016,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641928809.870758,1641928879.355173,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641928886.368265,1641928956.337057,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641929709.586347,1641929880.026022,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1641929468.743019,1641929637.83677,train,0,63,discrete_gestures_user_063_dataset_000.hdf5
1642001261.209811,1642001441.218105,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1642001079.06204,1642001129.041009,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1642001131.73603,1642001251.712757,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1641999774.224122,1641999935.77502,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1641999423.362341,1641999593.808169,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1641999252.987408,1641999416.4906318,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1641999600.339435,1641999767.841176,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1641999963.469697,1642000101.459531,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1642000154.992219,1642000222.167296,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1642000229.454705,1642000301.64885,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1642000309.52688,1642000378.0018728,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1642000698.759163,1642000869.815611,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1642000892.979827,1642001063.854395,train,0,43,discrete_gestures_user_043_dataset_000.hdf5
1642003477.412221,1642003657.811615,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642003300.058625,1642003352.443322,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642003354.585954,1642003474.604327,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642001483.413764,1642001648.320622,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642001833.206066,1642001997.889723,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642001655.812554,1642001824.087189,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642002006.355146,1642002170.607268,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642002198.22193,1642002334.4991927,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642002393.420144,1642002460.281698,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642002468.024489,1642002538.9465501,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642002548.293901,1642002619.70966,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642002933.54661,1642003103.356596,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642003118.47034,1642003289.931956,train,0,47,discrete_gestures_user_047_dataset_000.hdf5
1642087655.391382,1642087835.404859,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642087467.692495,1642087517.772599,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642087530.227503,1642087650.241902,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642085472.939807,1642085638.648527,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642085830.309476,1642085998.238848,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642085651.4207113,1642085817.927925,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642086008.205924,1642086177.663303,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642086222.853272,1642086348.925951,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642086439.069728,1642086506.041974,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642086515.338471,1642086581.7678437,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642086589.903177,1642086657.308693,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642087231.480847,1642087399.324339,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642087036.932565,1642087206.845823,train,0,45,discrete_gestures_user_045_dataset_000.hdf5
1642605469.948387,1642605649.960027,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642605286.736805,1642605336.854038,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642605346.160963,1642605466.166567,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642603462.594405,1642603630.930869,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642603635.334346,1642603799.769244,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642603804.040854,1642603967.956961,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642603289.859832,1642603457.046335,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642604006.170011,1642604143.707615,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642604230.417067,1642604297.538959,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642604301.558235,1642604368.37494,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642604373.060186,1642604440.959856,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642605047.219465,1642605214.313722,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642604811.539584,1642604978.320862,train,0,16,discrete_gestures_user_016_dataset_000.hdf5
1642606011.472922,1642606191.879776,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642605831.384173,1642605879.538636,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642605886.678061,1642606006.697932,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642604337.396843,1642604502.3921988,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642603800.247404,1642603961.174835,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642603973.413704,1642604148.641336,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642604162.647027,1642604329.592123,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642604559.013414,1642604696.740319,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642604784.913088,1642604852.80696,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
1642604861.8797293,1642604930.35698,train,0,20,discrete_gestures_user_020_dataset_000.hdf5
